content_id,content_type,thumbnail_url,title,summary,status,original_title
A0001,애니메이션,https://image.tmdb.org/t/p/w500/eV9i7GRcLbCzraWN4PdvRKKqtZv.jpg,영화 러브 라이브! 하스노소라 여학원 스쿨 아이돌 클럽 Bloom Garden Party,,개봉,映画 ラブライブ！蓮ノ空女学院スクールアイドルクラブ Bloom Garden Party
A0002,애니메이션,https://image.tmdb.org/t/p/w500/57SlsLysyEY2gJnR1vhCqXmGN9G.jpg,순례자들은 왜 돌아오지 않는가,"혐오와 차별이 존재하지 않는 '마을'의 아이들은 고통과 슬픔은 조금도 모른 채로 자란다. 아이들은 18세가 되면 마을 밖으로 순례를 다녀오는데 일부는 영영 귀환하지 않는다. 마을이 이토록 완벽한데, 왜 돌아오지 않는 것일까. 호기심을 억누르지 못한 데이지는 순례자들을 따라서 '시초지'를 떠돈다. 여전히 마을에서 안온한 일상을 보내던 소피는 잊고 있던 데이지와의 기억을 되찾고, 데이지가 왜 시초지로 향했는지 고심한다. 인간성의 회복은 인식으로부터 시작한다. 첨단의 과학이 개성을 거세하고 인간을 물화한 시대, 인류는 아이러니하게도 결함과 다름을 인지해야만 공감과 사랑을 체화할 수 있다. 주어진 평화를 떨치고 능동적인 삶을 선택해 떠나온 아이들은 종종 괴로울 것이다. 다만 더 자주 행복하다고 느낄 것이다.",개봉,순례자들은 왜 돌아오지 않는가
A0003,애니메이션,https://image.tmdb.org/t/p/w500/zlMu1pEUT2LuneUYttHXlWZ1ZzP.jpg,검은 고양이와 마녀의 교실,‘견습 마녀’ 스피카 버고는 마법을 쓸 수 없다. 꿈꾸던 마법학교에 합격하기 위해서는 스승이 필요하지만 돈도 연줄도 없다. 그때 인간 말을 구사하며 마법을 쓰는 수수께끼의 검은 고양이가 스피카 앞에 나타난다!! 마술을 배우고 싶은 스피카와 저주를 풀고 싶은 검은 고양이. 서로의 목적이 완벽하게 일치하며 비밀스러운 사제관계가 맺어진다! 저주를 푸는 열쇠는 ‘×××’에 키스?!,방영 중,黒猫と魔女の教室
A0004,애니메이션,https://image.tmdb.org/t/p/w500/jlUFMGnUUjPJysRdLOi64Icgugo.jpg,다다미 한 장짜리 방 만끽 생활!,"""여고생 in 만화 카페! 아키타에 사는 고등학생 모리타 메이코는 어느 날, 명문 여학교 ‘아마미야 여자 고등학교’의 특별 편입생으로 선발된다. 동경하던 도쿄에서의 학교생활에 기대와 불안을 안은 채 상경한 메이코. 그런 메이코를 기다리고 있는 것은 뜻밖에도 만화 카페 ‘헤지호그’였다. 카페 내부에 마련된 기숙사에서 개성 넘치는 기숙사생들과 함께 봉사활동의 일환으로 카페에서 일하게 되는데... 이렇게 메이코의 조금은 특별한 만화 카페 생활이 시작된다!""",방영 종료,一畳間まんきつ暮らし！
A0005,애니메이션,https://image.tmdb.org/t/p/w500/hrertHgFOWySasDqTEQCrjVHdxn.jpg,"카미이나 보탄, 취한 모습은 백합의 꽃","스무 살의 대학생, 카미이나 보탄은 취하면 조금 대담해져 두근거리는 한마디를…?!

21세기의 ""읽는 알콜"" 카미이나 보탄에게 취해보자구요.",방영 종료,上伊那ぼたん、酔へる姿は百合の花
A0006,애니메이션,https://image.tmdb.org/t/p/w500/1hzamo8nOZmurGQQ7P2uqpsGHek.jpg,킬 블루,"오오가미 쥬조는 아무리 어려운 의뢰라도 완수해 내는 전설의 킬러.

어느 날, 한 조직을 괴멸시킨 쥬조는 정체불명의 벌에 쏘여 정신을 잃고 만다.

정신을 차려보니 쥬조는 39세의 성인이 아닌, 13세 소년의 모습으로 변해 있었다!

당황하는 쥬조에게 보스로부터 「그 모습 그대로 중학교에 잠입하라」는 지령이 내려온다.

그를 기다리고 있는 것은 개성 넘치는 반 친구들과의 좌충우돌 학교생활이었는데――.

과연, 원래 모습으로 돌아갈 수 있을 것인가?! 쥬조를 노리는 자객들이 다가온다!",방영 중,キルアオ
A0007,애니메이션,https://image.tmdb.org/t/p/w500/mpbX1OQTNoWbqY0ixz280GLrURy.jpg,오타쿠에게 상냥한 갸루는 없다?!,"이상한 계기로 인해 음침하고 눈에 띄지 않는 오타쿠 남고생 세오 타쿠야한테같은 반 갸루 아마네 케이와 이지치 코토코가 말을 걸게 된다.쿨하지만 어딘가 허술하고 오타쿠 동지의 냄새가 나는 아마네와자리까지 포함해 가까운 느낌이 드는 밝은 성격의 이지치.아마네는 여동생의 영향으로 애니에 대해 아는 것일 뿐이며, 절대로 오타쿠가 아니라고 주장하는데...?서로 다른 매력 MAX의 갸루 두 명과 오타쿠 소년이취미를 통해 서로 끌리며 관계성이 깊어지는 러브 코미디!과연 오타쿠에게 상냥한 갸루는 있을까!?",방영 종료,オタクに優しいギャルはいない!?
A0008,애니메이션,https://image.tmdb.org/t/p/w500/8Q6m5MCclChHHm8WkDChGXnEnEm.jpg,반에서 두 번째로 귀여운 여자와 친구가 되었다,,방영 종료,クラスで２番目に可愛い女の子と友だちになった
A0009,애니메이션,https://image.tmdb.org/t/p/w500/8U9jHbzZxqsgsJkXWHlUESlI9i3.jpg,매리지 톡신,"수백 년 동안 살인 기술을 갈고 닦아 온 이들, 일명 ‘술사’. 그 중에서도 최강의 힘과 권력을 가진 5대 명가 ‘독술사’.독술사 가문의 후계자 게로 히카루는 비밀스런 직업에 종사하며 여성과 관계를 맺지 않은 채 살아왔다. 그에게 ‘결혼’은 거리가 먼 존재였다. 하지만 게로 가문의 가주는 ‘독술사’의 혈통이 끊어지는 걸 막기 위해 그의 여동생에게 강제로 후계자를 낳게 하겠다고 통보하고. 마침 게로는 임무 목표물이었던 실력파 결혼 사기꾼 키노사키 메이를 만난다. 후계자 문제를 해결하고 여동생을 지키기 위해 자신이 결혼하겠다고 결심한 게로는 그 자리에서 키노사키에게 결혼을 하게 도와달라고 요청한다.“... 그런 제안(프로포즈)은 처음이야.”실력파 결혼 사기꾼 키노사키의 조언을 받아 인생 최초의 초고난도 미션 ‘구혼 활동’을 시작한 일류 킬러 게로. 목표는 최고의 결혼이다.암살자와 결혼 사기꾼이 최강 파트너가 되어 도전하는, 세계 최강 난이도의 구혼 전투 액션이 시작된다!!",방영 중,マリッジトキシン
A0010,애니메이션,https://image.tmdb.org/t/p/w500/1bBCTwdIDdau06vQaNWc7bHErqq.jpg,라이어 게임,"어느 날 갑자기 배달된 소포. 거기에는 편지와 현금 1억 엔이 들어 있었다. 그것이 라이어 게임의 시작이었다.

30일 후 게임 종료일에 자신의 소지금 1억 엔을 반환한다. 규칙은 그것뿐. 요령껏 대전 상대의 소지금을 빼앗는 데 성공하면 승자는 1억 엔을 갖고, 패자는 1억 엔의 빚을 지게 된다….",방영 중,LIAR GAME
A0012,애니메이션,https://image.tmdb.org/t/p/w500/lzjtluV5ri5KXJWaMjlqviQcO5e.jpg,새의 랩소디,"성공과 인정의 상징인 새를 붙잡기 위해 수많은 사람들이 위로 기어오르지만, 반복되는 추락 끝에 한 인물은 그것이 소유할 수 있는 대상이 아님을 깨닫는다. 그는 새를 붙잡는 대신, 스스로 날아오르기를 선택한다.",개봉,새의 랩소디
A0013,애니메이션,https://image.tmdb.org/t/p/w500/jHzHbPVLF3Oi5HbJbQnc55LaHCZ.jpg,황천의 츠가이,"산 속 작은 마을에서 짐승을 사냥하며

대자연 속에서 조용히 살아가는 소년, 유르.

그러나 유르의 쌍둥이 여동생 아사는

어째서인지 마을 깊숙이 자리 잡은 감옥 안에서

어떠한 '책무'를 수행하고 있다.

흡사 그곳에 유폐 당한 것처럼....

평화로운 마을에 떠오르는 부자연스러운 수수께끼.

이 마을에 숨겨진 비밀이란...?!",방영 중,黄泉のツガイ
A0014,애니메이션,https://image.tmdb.org/t/p/w500/og3QLZOS8IGvikFcuHlYAVQ2zW9.jpg,新劇場版☆ケロロ軍曹 復活して速攻地球滅亡の危機であります！,,개봉,新劇場版☆ケロロ軍曹 復活して速攻地球滅亡の危機であります！
A0015,애니메이션,https://image.tmdb.org/t/p/w500/9tj6IveCi4eXS5Pq0MolwYFWqFY.jpg,바키도: 무적의 검사 편,"일본 사상 최강의 검사 미야모토 무사시. 그의 부활과 함께, 바키와 지하격투장의 강력한 격투가들은 시간을 초월해 등장한 위협과 직면한다.",방영 중,刃牙道
A0016,애니메이션,https://image.tmdb.org/t/p/w500/2X4ZnNyhvkrGmjP3qJPtJ2tVbtv.jpg,사랑해 게임을 끝내고 싶어,"같은 고등학교에 진학한 아사기 유키야와 사쿠라 미쿠는, '서로를 짝사랑하는' 소꿉친구.

자신의 마음을 깨닫고는 있지만...

지금이라도 좋아하는 감정이 흘러넘칠 거 같은데...

...그래도, 솔직해질 수는 없어!!

너무 가까우면서도 너무 먼 유키야와 미쿠.

두 사람을 이어주는 건, 초등학교 6학년 때 시작한 '사랑해 게임'.

서로 번갈아 가며 '사랑해'라고 말해서 먼저 부끄러워하는 쪽이 패배.

지금까지도 계속되고 있는 의지의 승부.

사랑해 게임에서 이기면 고백하고 싶다.

사랑해 게임에서 이겨서 좋아한다는 걸 확인받고 싶다.

서로에 대한 짝사랑을 졸업하기 위한,

감정을 있는 대로 담은 '사랑해 게임'이 시작된다!!",방영 중,愛してるゲームを終わらせたい
A0017,애니메이션,https://image.tmdb.org/t/p/w500/rirhpI3b2Tip0Vc3VVosEZiwJT7.jpg,청춘 블라썸: 우리의 봄,"자신의 절친을 위해 내뱉은 거짓말 한마디가 청섬고 2학년 윤보미의 일상을 뒤흔든다. 얼떨결에 시작된 최진영과의 계약 연애, 엇갈린 감정과 상처를 지나 진짜 마음을 찾아가는 풋풋한 첫사랑 이야기",방영 중,청춘 블라썸: 우리의 봄
A0018,애니메이션,https://image.tmdb.org/t/p/w500/l2kfiNoRi6ofM5pSjr1rCloOfpx.jpg,명탐정 코난: 하이웨이의 타천사,,개봉,名探偵コナン ハイウェイの堕天使
A0019,애니메이션,https://image.tmdb.org/t/p/w500/c1xQKHLnBWmOTOGb2a61j0ybbOO.jpg,"레플리카도, 사랑을 한다.","아이카와 스나오를 대신하여 평범하게 생활하던 소위 '레플리카'인 나오.

오직 오리지널인 스나오를 돕겠다는 생각으로 열심히 공부와 운동을 하며 학교생활을 보내던 어느 날,  사랑에 빠져 버렸다. 그 이후, 나오의 일상은 다채롭게 변해 간다.

교복 데이트, 비밀 약속... 둘만의 특별한 시간이 늘어 가지만, 가면 갈수록 나오가 말할 수 없는 것들도  늘어만 간다. 그런 나오를 보며 어느새 스나오도 초조함을 느끼게 되는데...

바닷가 마을에서 펼쳐지는 조금 신비롭고 달콤한 청춘 러브 스토리가 시작된다.",방영 종료,レプリカだって、恋をする。
A0020,애니메이션,https://image.tmdb.org/t/p/w500/ayhpfFHm1MtgPgLw3yN0euOUxsp.jpg,자칭 악역 영애인 약혼자 관찰기록.,,방영 종료,自称悪役令嬢な婚約者の観察記録。
A0021,애니메이션,https://image.tmdb.org/t/p/w500/uBHcmbmC3TccLO6hdrttOpjy4bN.jpg,허당 선도부원과 스커트 길이가 부적절한 여고생의 이야기,"사쿠라다이몬 토고는,

매일 아침 교문 앞에서 학생들의 복장을 체크하고 있는 선도부원.

포엠은,

매일 아침 복장 검사에서 걸리는 스커트 길이가 부적절한 여고생.

물과 기름 같은 두 사람이, 어느 날 보충수업에서 딱 마주치게 된다.

성실하고 융통성이 없다고 생각했던 사쿠라다이몬의 정체는, 공부를 못하는 허당 선도부원이었다!

정반대의 두 사람이지만, 서로를 알아가며 점차 거리를 좁혀 간다.

사쿠라다이몬과 포엠, 두 사람의 만남에서 시작되는 청춘의 이야기ㅡㅡ.",방영 종료,ポンコツ風紀委員とスカート丈が不適切なJKの話
A0022,애니메이션,https://image.tmdb.org/t/p/w500/1qGSBnrANHLX8C7KqGuPDCylns2.jpg,고깔모자의 아틀리에,"마법사로 태어난 사람이 아니면 마법을 쓸 수 없는 세계. 하지만 평범한 소녀였던 코코가 마법을 쓰는 방법을 알아 버리고, 세상을 뒤바꿀 수 있는 싸움의 한복판에 서게 된다.",방영 중,とんがり帽子のアトリエ
A0023,애니메이션,https://image.tmdb.org/t/p/w500/dYZ29rRCaENal92byNjx9r9w69b.jpg,카난 님은 초보 악마,"인간의 영혼을 먹어치우는, 요염하고도 아름다운 악마가 강림한다――. 미식의 악마 카난은 젊고 달콤한 영혼을 맛보기 위해 인간 세계의 고등학교에 내려왔다. 첫 번째 제물로 선택된 것은 한 남학생, 쿄우기 요우지. “나에게 먹힌다는 건 아주 영광스러운 일이야. 감사히 여기도록 해라, 하등 생물.” 그런데…… 어째서인지 쿄우기와 연인 계약을 맺게 되는데!? 수천 년을 살아왔음에도 첫사랑조차 해본 적 없는 순수한 카난에게는 매일이 두근거림의 연속! 같이 하교를 한다고!? 손을 잡는다고!? 데이트!? 첫 ××！?！？！？！？ “이 하등 생물 놈이ーーーーーー！！” 허당미 넘치고 귀여운 악마의 첫사랑 러브코미디, 지금 시작합니다♪",방영 중,カナン様はあくまでチョロい
A0024,애니메이션,https://image.tmdb.org/t/p/w500/kjsV2Vx8PnH0Af6kOqwKgPea1AC.jpg,신의 정원이 딸린 쿠스노키 저택,"신님들과 함께하는 폭신폭신 슬로 라이프, 개막! 시골에 있는 신축 주택의 괸리인을 맡게 된 청년 쿠스노키 미나토. 그곳은 악령이 우글거리는 터무니없는 장소...일 터였지만, 엄청난 제령의 힘을 가지고 있는 미나토는 자기도 모르는 사이에 악령들을 일소해 버리고 말았다! 완전히 정화된 쿠스노키 저택의 편안함에 이끌려 개성 풍부한 신들이 모여들었다. 단 거를 정말 좋아하는 산신님과 그 권속들, 풍신과 뇌신, 그리고 영귀, 기린, 응룡, 봉황을 비롯한 영수들. 거기에 더해 미나토의 제령의 힘을 빌리고자 현대의 음양사인 하리마 사이가도 찾아왔는데. 신들과 보내는 일상 그 너머에서 기다리고 있는 건, 힐링? 아니면... 대혼란?!",방영 종료,神の庭付き楠木邸
A0025,애니메이션,https://image.tmdb.org/t/p/w500/gHZbYY7eeZnUtPKZgcPJgpOD9iA.jpg,메이드 양은 먹기만 할 뿐,"영국의 저택에서 메이드로 일하던 스즈메는 어떤 사건을 계기로 일본의 어느 구석에 있는 작은 아파트에서 새로운 생활을 시작하게 된다.

혼자서 처음 겪는 일본에서의 생활에 걱정이 앞서지만, 스즈메는 일본 음식에 흥미를 갖게 된다. 씩씩하게 아파트를 나와, 다양한 음식과 사람들을 만나게 된다.

먹고 보는 것만으로 이렇게 행복하다니!

비일상적인 메이드 양이 보여 주는 일상 애니메이션이 지금 시작됩니다!",방영 종료,メイドさんは食べるだけ
A0026,애니메이션,https://image.tmdb.org/t/p/w500/6cD5SJglmHMCsSenFyqIFcMq7nL.jpg,"또 죽고 말았나요, 탐정님","전설적인 명탐정의 아들, 오우츠키 사쿠야.

탐정으로서의 실력은 아버지에게 한참 못 미치지만, 그것을 딱히 신경 쓰지 않고 소소한 의뢰를 선호하는 반푼이 고등학생 탐정이다.

사쿠야는 평범한 인간에겐 없는 체질을 가지고 있었다. 살해당할 때마다 되살아나는 것이다.

그리고 가는 곳마다 살인 사건에 휘말려서는 살해당하고 만다.

기묘한 체질을 가진 사쿠야의 부활을 늘 무릎베개로 맞이하는 사람은 우수한 조수인 리리테아.

""또 죽고 말았나요, 탐정님""

""……그런 것 같아.""

탐정으로서, 피해자로서, 문자 그대로 목숨 걸고 사건을 해결해 가는 파격적인 미스터리, 개막.",방영 종료,また殺されてしまったのですね、探偵様
A0027,애니메이션,https://image.tmdb.org/t/p/w500/ib6v6qUXzez1x2qIOLN7C0yJNPQ.jpg,주토피아 2,"미스터리한 뱀 게리가 나타난 순간, 주토피아가 다시 흔들리기 시작했다! 혼란에 빠진 도시를 구하기 위해 환상의 콤비 주디와 닉이 잠입 수사에 나서고 상상 그 이상의 진실과 위협을 마주하게 되는데...!",개봉,Zootopia 2
A0028,애니메이션,https://image.tmdb.org/t/p/w500/9sfqKo6Xh7vOqYqmjoKPvSgVLCC.jpg,마물을 먹는 모험가,"E랭크 모험가 루드.

그런 그가 가진 유일한 스킬 '상태 이상 무효화' 는, 독기로 가득 찬 던전에서 약초를 채취하는 것 정도 밖에 도움이 되지 않는 애매한 능력이다.

전투능력도 전무하다시피 해, 다른 모험가로부터는 '독기꾼' 이라고 야유를 받는 나날.

그런 현재 상황을 타파하기 위해 새로운 미궁에 도전하는 루드이지만, 동료에게 배신당해 조난당하고 만다.

물자도 다 떨어진 빈사 상태에서, 그는 금기라고 여겨지는 마물의 고기를 먹기로 하는데...

오로지 마물을 먹어치워 새로운 스킬을 획득하는, 루드의 '마물을 먹는' 모험담이 시작된다!",방영 중,魔物喰らいの冒険者～俺だけ魔物を喰らって強くなる～
A0029,애니메이션,https://image.tmdb.org/t/p/w500/dfrZ7VHcurFhLm2Hk6xyjRILc5d.jpg,劇場版「暗殺教室」みんなの時間,,개봉,劇場版「暗殺教室」みんなの時間
A0030,애니메이션,https://image.tmdb.org/t/p/w500/knaXOBDBecVBWZVup3zXaOoy23v.jpg,슈퍼 마리오 갤럭시,"브루클린의 배관공에서 세계를 구한 히어로로 레벨업한 형제 ‘마리오’와 ‘루이지’는 모래 왕국에서 임무를 수행하던 중, 길을 잃은 ‘요시’를 구출하며 특별한 우정을 쌓게 된다. 한편, 무너진 ‘쿠파’ 가문의 명예를 되찾기 위해 악의 왕자 ‘쿠파주니어’는 은하계의 수호자이자 치코들의 엄마 ‘로젤리나’를 납치하고, 버섯 왕국에 잡힌 아빠 ‘쿠파’를 되찾기 위해 왕국을 습격한다. 다시 찾아온 위기 속에서 마리오와 루이지, 피치, 키노피오 그리고 새로 합류한 요시까지 로젤리나도 구하고, 쿠파주니어의 비범한 계획을 막기 위해 넓은 갤럭시로 뛰어들게 되는데…",개봉,The Super Mario Galaxy Movie
A0031,애니메이션,https://image.tmdb.org/t/p/w500/y6EdV6tnfX0jd3I0rtw5U9jpnpi.jpg,극장판 전생했더니 슬라임이었던 건에 대하여 창해의 눈물편,마물의 나라 【템페스트】의 개국제를 마친 리무루 일행은 엘프의 대국 【마도 왕조 살리온】의 천제 에르메시아의 초대를 받아 그녀가 소유하고 있는 리조트 섬을 방문한다. 리무루 일행이 잠깐 바캉스를 만끽하는 사이 유라라는 의문의 여성이 나타나는데──. 끝없이 펼쳐진 창해를 무대로 새로운 사건이 일어난다!,개봉,劇場版 転生したらスライムだった件 蒼海の涙編
A0032,애니메이션,https://image.tmdb.org/t/p/w500/jdcVZ2B2kaBDKiVGkCXjgtu7KEW.jpg,극장판 내 마음의 위험한 녀석,"이치카와 쿄타로는 『살인 대백과』나 『인체 해부도』를 읽는 걸 즐기는 중증의 중2병 남자 아이. 그런 이치카와의 조용한 세계에, 반의 인기인・야마다 안나가 갑자기 들어왔다! 도서실에서 입 안이 가득해질 정도로 주먹밥을 먹거나, 콧노래를 부르거나. 그런가 하면, 갑자기 다가오거나…… 예측 불가능한 야마다의 언동에 당황하면서도 어느샌가 이치카와의 머릿속은 야마다에 대한 생각으로 가득 차 있었다. 한편, 야마다도, 이치카와와 이야기하는 사이에 점점 이치카와의 존재가 신경 쓰이기 시작했는데──. 처음으로 알게 된 “좋아한다”라는 감정. 엇갈림도, 서투른 마음도 극복하고, 두 사람의 거리는, 서서히, 하지만 확실하게 가까워진다.",개봉,劇場版 僕の心のヤバイやつ
A0033,애니메이션,https://image.tmdb.org/t/p/w500/zuPQ9R5x17EM6xEA37TLRkL2BGD.jpg,명탐정 프리큐어!,그 수수께끼! 큐엇하게 해결!,방영 중,名探偵プリキュア！
A0034,애니메이션,https://image.tmdb.org/t/p/w500/iS2nH80GEv2OsDAJ48OrqojPVIU.jpg,녹나무의 파수꾼,거절할 수 없는 제안을 받아들이고 영문도 모른 채 소원을 비는 녹나무의 파수꾼이 된 레이토. 그는 초승달과 보름달이 뜨는 날 나무를 찾아오는 심야의 방문객들을 만나며 녹나무에는 세상에 알려지지 않은 특별한 힘이 있다는 것을 알게 된다. 오래된 예약 장부를 정리하던 레이토는 이곳을 찾는 사람들과 녹나무의 연결 고리를 발견하고 자신이 파수꾼이 된 이유와 녹나무에 얽힌 놀라운 진실에 다가가게 되는데...,개봉,クスノキの番人
A0035,애니메이션,https://image.tmdb.org/t/p/w500/13izuyHXlQAAlt8Vy0H1apb3bty.jpg,테러맨,불행을 감지하는 눈을 가진 고등학생 '정우'가 사람들을 구하기 위해 스스로 테러리스트가 되어 거대한 음모와 맞서는 액션 블록버스터 애니메이션,방영 중,테러맨
A0036,애니메이션,https://image.tmdb.org/t/p/w500/nxkuQZv4oIxAOQzDh27I773MrIV.jpg,『DRAGON BALL』40周年記念スペシャル映像,,개봉,『DRAGON BALL』40周年記念スペシャル映像
A0037,애니메이션,https://image.tmdb.org/t/p/w500/4Gh56xcxDoWWPuTclaKpKrZ3J4M.jpg,초(超) 가구야 공주!,"달에서 도망쳐 온, 자유분방한 가구야가 이로하의 집에 살게 되면서, 이로하의 삶은 궤도를 이탈할 지경이다. 게다가 가구야는 이로하에게 가상 세계에서 함께 무대에 서자고 설득한다.",개봉,超かぐや姫！
A0038,애니메이션,https://image.tmdb.org/t/p/w500/yBaYAvdL6vBOEUL2drLbgKwWEgw.jpg,呪術廻戦：死滅回游 総集編,,개봉,呪術廻戦：死滅回游 総集編
A0039,애니메이션,https://image.tmdb.org/t/p/w500/pZ6LLzzdjeUTt481wkOYAyNgqfj.jpg,정반대의 너와 나,"언제나 명랑하지만 주위의 시선을 신경 쓰는 여자, 스즈키와 조용하지만 자신의 의견을 당당하게 말하는 남자, 타니.

정반대인 두사람이 서로를 존중하고, 깊이 이해하는 모습과 친구들과의 학교생활을 그린 러브 코미디.",방영 중,正反対な君と僕
A0040,애니메이션,https://image.tmdb.org/t/p/w500/zUdByBz1zWn4Prgw5nkVmgfFzfI.jpg,쓰레기 용사,"21세기 중반, 뒷골목 세계는 에테르 강화 수술로 마왕이 된 마피아들이 지배하고 있다.

이 마왕들을 처단하는 현상금 사냥꾼 그들을 '용사'라 부른다.

견습 용사 죠가미네는 프로 용사인 야시로를 찾아와 자신을 제자로 받아 달라고 부탁하고

어두운 뒷골목, 쓰레기 같은 용사들의 액션이 시작된다.",방영 종료,勇者のクズ
A0041,애니메이션,https://image.tmdb.org/t/p/w500/phMtSdBIvO9lmmZEE2WaiTNkRg2.jpg,무사태평 영주의 즐거운 영지 방어 ~생산계 마법으로 이름 없는 마을을 최강의 성채 도시로~,"후작 가문의 4남으로 이세계에서 환생한 반은 어린 시절부터 신동이라고 불리며 장래가 촉망됐다.

하지만 8살 때 받게 된 능력은 그 세계에서는 '쓸모없다'라고 여겨지는 '생산계 마법'이었다!

그 탓에 반은 귀족에 어울리지 않는다며 아버지에 의해 실격 낙인이 찍히고 집에서 추방당했고 이름 없는 변경의 마을의 영주로서 부임하게 된다.

하지만 쓸모없는 적성이라고 불리는 생산계 마법은 재료만 있으면 무엇이든지 만들 수 있는 규격 외의 가능성을 품고 있었다......

'이 마을을, 더 마음 편히 즐겁게 지낼 수 있는, 내 취향의 마을로 만들자!'

작고 가난한 마을은 서서히 수많은 사람들이 모여드는 거대 도시로 발전해 가는데?!",방영 종료,お気楽領主の楽しい領地防衛 ～生産系魔術で名もなき村を最強の城塞都市に～
A0042,애니메이션,https://image.tmdb.org/t/p/w500/wwleFyKVSzCw2GkdJTwXplHsPZp.jpg,전생했더니 드래곤의 알이었다,,방영 종료,転生したらドラゴンの卵だった～最強以外目指さねぇ～
A0043,애니메이션,https://image.tmdb.org/t/p/w500/3KxyECISY5arB72ADxUuY4DUwJL.jpg,데드 어카운트,"죽은 사람의 SNS 계정은 어떻게 될 거 같아? 미련을 남긴 '데드 어카운트'는, 이윽고 디지털 유령인 '유령 계정'으로서 현세에 되살아난다... 에니시로 소지는 여동생인 아카리의 치료비를 벌기 위해 어그로계 뮤튜버 '아오링고'로서 영상을 올리는 생활을 하고 있었다. 하지만 어떤 계기로 인해 전능에 개안한 에니시로는, 수상한 소문이 끊이지 않는 미덴 학원으로 옮겨졌다. 그곳은 인터넷 보급과 함께 디지털화된 유령을 퇴치하고, 새로운 시대의 영매사를 키워내는 학원이었다! 불태우고 두들겨 패서 퇴치하는, 현대식 제령 배틀 액션 개막!",방영 종료,デッドアカウント
A0044,애니메이션,https://image.tmdb.org/t/p/w500/pptA4IY2c7nbZdQEcaN0Vmw3fBq.jpg,헬 모드 ~파고들기 좋아하는 게이머는 폐급 설정 이세계에서 무쌍한다~,"'끝이 없는 게임에 당신을 초대합니다.'

35살 독신에 여친 없는 샐러리맨 야마다 켄이치.

쉬운 게임을 싫어하며 10년 이상 팔 수 있는 게임을 찾던 그는,

어느 날 지구로부터 모습을 감췄다.

우연히 찾게 된 이름 없는 인터넷 게임을 최고 난이도인 '헬 모드'로

플레이하게 된 켄이치는, 이세계의 농노 소년 알렌으로 전생하고 말았다!!

유일무이하면서 수수께끼가 많은 재능 '소환사'를 구사하면서 쉽지 않은 이세계에서

최강에 이르는 길을 더듬어 나가며 걷기 시작하는 알렌.

하지만 공략본이나 인터넷 게시판 같은 건 존재하지 않았고,

레벨 업을 하는 것조차 어려운 이세계 생활은 예상 이상으로 '헬 모드'였는데?!

미지~근한 이세계 생활로는 만족 못 해! 초반부터 최강인 주인공은 이제 진부해?!

완전 폐인 게이머가 나아가는 초고난이도 이세계 모험담, 개막!!",방영 중,ヘルモード ～やり込み好きのゲーマーは廃設定の異世界で無双する～ はじまりの召喚士
A0045,애니메이션,https://image.tmdb.org/t/p/w500/ggxUYlw7a3eVegnXDv8aCDiLccJ.jpg,귀족 전생 ~축복받은 태생으로 최강의 힘을 손에 넣다~,"황제의 열세 번째 아이라는 축복받은 지위, 태어나자마자 레벨 상한 무한대, 거느리는 타인의 능력을 자신의 능력에 플러스할 수 있는 치트 스킬을 가진 이세계 최강 6살 노아. 전생으로 인해 귀족으로 다시 태어나, 뛰어난 교육과 풍부한 자원이 뒷받침해 주는 환경에서 자신의 재능을 개화해 나간다. 하지만, 화려한 귀족 사회의 이면에는 음모와 권력 투쟁이 소용돌이치고 있었는데.",방영 종료,貴族転生 ～恵まれた生まれから最強の力を得る～
A0046,애니메이션,https://image.tmdb.org/t/p/w500/ovkgVd6wwJ4FAwilVtxsmIhbXmp.jpg,투명남과 인간녀 ~곧 부부가 될 두 사람~,"탐정 사무소를 운영하는 신사적인 '투명 인간' 토노메 아키라와

그 사무소에서 일하는 차분한 '인간 여성' 야코 시즈카.

토노메가 모습을 감춰도, 눈이 보이지 않는 야코는 이상하게도

토노메가 어디에 있는지 잘 알아차렸다.

'보이지 않는' 두 사람은, 어느샌가 서로 끌리기 시작했는데...?

눈에 보이지 않는 신사적인 비인간 × 눈이 보이지 않는 차분한 여성의

따스하고 애타게 설레는 러브 코미디가 2026년 TV 애니메이션화!",방영 종료,透明男と人間女～そのうち夫婦になるふたり～
A0047,애니메이션,https://image.tmdb.org/t/p/w500/2cT8jkEVsAL86CVKALR4pnaVLDb.jpg,블리치,"'쿠로사키 이치고'는 유령을 볼 수 있는 15세의 남자다. 특수한 체질을 가지고도 평범한 생활을 하던 이치고에게 갑자기 스스로를 사신이라고 소개하는 소녀 '쿠치키 루키아'가 나타난다. 유아울러 산 사람, 죽은 사람 안 가리고 공격해서 영혼을 먹어치우는 나쁜 혼령 '호로'도 모습을 드러낸다. 그런데 호로로 인해 이치고의 가족이 쓰러져가는데...",방영 중,BLEACH
